certified_status,count_critic_review,count_user_review,critic_score,movie_name,user_score
Certified Fresh,197,"User Ratings: 179,354",83%,Into the Wild,89%
Fresh,144,"User Ratings: 198,310",72%,The Mist,65%
Rotten,158,"User Ratings: 338,155",30%,Smokin' Aces,62%
Rotten,92,User Ratings: 22,8%,Are We Done Yet?,37%
Rotten,115,"User Ratings: 318,772",5%,Good Luck Chuck,57%
Rotten,134,"User Ratings: 78,983",8%,The Reaping,49%
Rotten,183,"User Ratings: 210,524",27%,Lions for Lambs,47%
Fresh,195,"User Ratings: 638,495",71%,28 Weeks Later...,67%
Rotten,124,"User Ratings: 229,244",36%,August Rush,82%
Rotten,69,"User Ratings: 122,668",14%,Underdog,42%
Fresh,169,"User Ratings: 385,516",64%,Dan in Real Life,69%
Rotten,124,"User Ratings: 328,526",38%,Mr. Magorium's Wonder Emporium,55%
Rotten,158,"User Ratings: 507,122",4%,Because I Said So,65%
Rotten,184,"User Ratings: 274,404",43%,The Brave One,64%
Rotten,125,"User Ratings: 512,645",7%,License to Wed,53%
Certified Fresh,221,"User Ratings: 394,345",89%,3:10 to Yuma,86%
Rotten,130,"User Ratings: 339,621",28%,Next,53%
Fresh,175,"User Ratings: 239,960",65%,The Kite Runner,84%
Rotten,89,"User Ratings: 467,990",25%,Stomp the Yard,82%
Certified Fresh,233,"User Ratings: 254,977",91%,There Will Be Blood,86%
Rotten,158,"User Ratings: 458,881",51%,30 Days of Night,56%
Rotten,147,"User Ratings: 549,931",16%,Hannibal Rising,55%
Rotten,163,"User Ratings: 468,846",8%,Premonition,50%
Certified Fresh,203,"User Ratings: 565,682",91%,Hot Fuzz,89%
Certified Fresh,249,"User Ratings: 494,042",89%,Zodiac,77%
Fresh,15,Verified Ratings: 27,93%,Kingdom,96%
Rotten,66,"User Ratings: 559,993",2%,Epic Movie,29%
Certified Fresh,173,"User Ratings: 383,133",71%,Fracture,73%
Rotten,162,"User Ratings: 394,543",42%,No Reservations,62%
Certified Fresh,156,"User Ratings: 178,096",93%,The Host,72%
Certified Fresh,200,"User Ratings: 299,916",91%,Michael Clayton,69%
Rotten,148,"User Ratings: 456,489",47%,Shooter,80%
Rotten,142,"User Ratings: 371,509",20%,Fred Claus,45%
Rotten,103,"User Ratings: 306,396",16%,Hitman,57%
Fresh,175,"User Ratings: 1,452,539",69%,Disturbia,77%
Certified Fresh,199,"User Ratings: 226,404",82%,Charlie Wilson's War,73%
Fresh,24,"User Ratings: 2,043",92%,The Heartbreak Kid,73%
Certified Fresh,215,"User Ratings: 227,080",83%,Atonement,80%
Certified Fresh,176,"User Ratings: 745,397",80%,1408,61%
Certified Fresh,193,"User Ratings: 468,386",76%,Stardust,86%
Certified Fresh,158,"User Ratings: 468,491",85%,Bridge to Terabithia,70%
Certified Fresh,147,"User Ratings: 631,220",79%,Surf's Up,70%
Fresh,185,"User Ratings: 1,403,006",70%,Blades of Glory,68%
Fresh,168,"User Ratings: 514,863",63%,Music and Lyrics,68%
Rotten,99,"User Ratings: 390,541",24%,Resident Evil: Extinction,58%
DNE,N/A,Ratings: Not yet available,,Sweeney Todd: The Demon Barber of Fleet Street,
Rotten,124,"User Ratings: 660,402",9%,Norbit,53%
Certified Fresh,283,"User Ratings: 398,886",93%,No Country for Old Men,86%
Certified Fresh,208,"User Ratings: 634,469",88%,Superbad,87%
Fresh,142,"User Ratings: 400,089",67%,Meet the Robinsons,74%
Rotten,195,"User Ratings: 839,604",23%,Evan Almighty,52%
Rotten,174,"User Ratings: 271,547",41%,The Bucket List,77%
Rotten,163,"User Ratings: 1,307,591",15%,I Now Pronounce You Chuck & Larry,69%
Certified Fresh,197,"User Ratings: 339,112",71%,Beowulf,50%
Certified Fresh,220,"User Ratings: 763,473",91%,Hairspray,85%
Certified Fresh,252,"User Ratings: 2,084,867",90%,Knocked Up,83%
Rotten,140,"User Ratings: 730,854",26%,Ghost Rider,48%
Certified Fresh,214,"User Ratings: 549,400",94%,Juno,88%
Rotten,113,"User Ratings: 442,438",52%,Mr. Bean's Holiday,49%
Rotten,144,"User Ratings: 395,713",14%,Wild Hogs,61%
Rotten,157,"User Ratings: 582,476",18%,Rush Hour 3,63%
Certified Fresh,214,"User Ratings: 963,092",80%,American Gangster,87%
Rotten,173,"User Ratings: 388,404",50%,Bee Movie,53%
Fresh,199,"User Ratings: 1,532,560",70%,Ocean's Thirteen,75%
Certified Fresh,190,"User Ratings: 407,526",93%,Enchanted,80%
Rotten,195,"User Ratings: 350,582",42%,The Golden Compass,51%
Certified Fresh,208,"User Ratings: 1,859,773",82%,Live Free or Die Hard,86%
Certified Fresh,264,"User Ratings: 1,922,618",92%,The Bourne Ultimatum,91%
Fresh,232,"User Ratings: 1,434,839",60%,300,89%
Rotten,129,"User Ratings: 1,438,954",36%,National Treasure: Book of Secrets,67%
Certified Fresh,222,"User Ratings: 1,823,296",88%,The Simpsons Movie,77%
Fresh,213,"User Ratings: 1,129,788",68%,I Am Legend,68%
Certified Fresh,249,"User Ratings: 1,072,130",96%,Ratatouille,87%
Rotten,213,"User Ratings: 2,218,576",41%,Shrek the Third,52%
Certified Fresh,256,"User Ratings: 2,333,194",77%,Harry Potter and the Order of the Phoenix,81%
Rotten,227,"User Ratings: 2,738,491",44%,Pirates of the Caribbean: At Worlds End,72%
Certified Fresh,175,"User Ratings: 401,922",73%,Stranger Than Fiction,85%
Rotten,113,"User Ratings: 607,594",43%,She's the Man,79%
Rotten,155,"User Ratings: 336,801",52%,Lucky Number Slevin,87%
Certified Fresh,176,"User Ratings: 207,367",85%,The Descent,75%
Fresh,135,"User Ratings: 87,641",72%,Invincible,73%
Rotten,130,"User Ratings: 366,727",40%,My Super Ex-Girlfriend,31%
Fresh,177,"User Ratings: 463,551",69%,Snakes on a Plane,49%
Certified Fresh,196,"User Ratings: 267,950",73%,Flags of Our Fathers,69%
Rotten,71,"User Ratings: 421,934",11%,The Benchwarmers,64%
Rotten,121,"User Ratings: 369,461",44%,Take the Lead,77%
Rotten,162,"User Ratings: 163,951",56%,16 Blocks,57%
Rotten,93,"User Ratings: 477,412",9%,When a Stranger Calls,44%
Certified Fresh,202,"User Ratings: 341,055",91%,Letters from Iwo Jima,86%
Rotten,94,"User Ratings: 550,894",28%,John Tucker Must Die,69%
Certified Fresh,249,"User Ratings: 530,899",92%,Children of Men,85%
Rotten,142,"User Ratings: 392,528",52%,The Hills Have Eyes,58%
Rotten,76,"User Ratings: 253,402",11%,The Grudge 2,40%
Rotten,213,"User Ratings: 419,575",25%,Lady in the Water,49%
Certified Fresh,212,"User Ratings: 129,272",90%,United 93,83%
Rotten,135,"User Ratings: 84,561",34%,The Sentinel,40%
Fresh,108,"User Ratings: 471,045",61%,Hostel,53%
Rotten,158,"User Ratings: 268,351",18%,Firewall,37%
Certified Fresh,193,"User Ratings: 417,187",74%,The Illusionist,83%
Rotten,104,"User Ratings: 185,077",26%,The Shaggy Dog,39%
Certified Fresh,170,"User Ratings: 71,992",91%,Volver,89%
Fresh,34,"User Ratings: 9,811",91%,Deep Sea 3D,79%
Rotten,101,"User Ratings: 367,061",31%,Silent Hill,63%
Rotten,9,User Ratings: 23,56%,Wild,67%
Rotten,165,"User Ratings: 417,271",39%,Nacho Libre,54%
Rotten,170,"User Ratings: 182,229",55%,The Good Shepherd,51%
Certified Fresh,215,"User Ratings: 427,059",91%,Little Miss Sunshine,91%
Rotten,90,"User Ratings: 419,444",12%,Little Man,55%
Certified Fresh,199,"User Ratings: 550,958",75%,The Prestige,92%
DNE,N/A,Ratings: Not yet available,,Hoodwinked!,
Rotten,105,"User Ratings: 615,678",20%,Step Up,83%
Rotten,116,"User Ratings: 538,623",43%,Final Destination 3,57%
Rotten,103,"User Ratings: 567,183",17%,Underworld: Evolution,72%
Rotten,156,"User Ratings: 429,914",35%,The Lake House,73%
Rotten,97,"User Ratings: 120,278",22%,Barnyard,52%
Rotten,168,"User Ratings: 340,349",26%,The Omen,40%
Certified Fresh,152,"User Ratings: 374,316",72%,Eight Below,79%
Fresh,198,"User Ratings: 442,499",66%,Apocalypto,79%
Rotten,152,"User Ratings: 438,397",24%,Failure to Launch,52%
Certified Fresh,134,"User Ratings: 495,149",73%,Nanny McPhee,64%
Certified Fresh,198,"User Ratings: 175,567",96%,The Queen,76%
Certified Fresh,248,"User Ratings: 903,900",73%,V for Vendetta,90%
Rotten,168,"User Ratings: 448,185",20%,"You, Me and Dupree",50%
Fresh,199,"User Ratings: 377,242",69%,Babel,77%
Rotten,128,"User Ratings: 266,473",59%,Perfume: The Story of a Murderer,74%
Certified Fresh,162,"User Ratings: 199,573",75%,Monster House,63%
Certified Fresh,147,"User Ratings: 379,964",78%,Charlotte's Web,62%
Certified Fresh,207,"User Ratings: 388,094",78%,Dreamgirls,71%
Certified Fresh,182,"User Ratings: 515,293",77%,Rocky Balboa,76%
Rotten,137,"User Ratings: 535,968",37%,The Fast and the Furious: Tokyo Drift,69%
Rotten,141,"User Ratings: 516,656",21%,The Pink Panther,51%
Certified Fresh,187,"User Ratings: 554,417",71%,Talladega Nights: The Ballad of Ricky Bobby,73%
Fresh,233,"User Ratings: 363,567",67%,World Trade Center,60%
Rotten,223,"User Ratings: 360,244",47%,Miami Vice,43%
Fresh,216,"User Ratings: 568,701",63%,Blood Diamond,90%
Rotten,128,"User Ratings: 562,310",35%,Scary Movie 4,51%
Certified Fresh,137,"User Ratings: 249,714",73%,Flushed Away,65%
Rotten,160,"User Ratings: 369,382",55%,Déjà Vu,73%
Rotten,203,"User Ratings: 342,067",33%,Poseidon,43%
Certified Fresh,205,"User Ratings: 351,406",86%,Inside Man,85%
Rotten,101,"User Ratings: 468,600",48%,Open Season,57%
Fresh,24,"User Ratings: 6,636",100%,Holiday,89%
Rotten,192,"User Ratings: 450,325",34%,The Break-Up,46%
Rotten,170,"User Ratings: 874,763",33%,Click,66%
Rotten,125,"User Ratings: 519,398",16%,Eragon,47%
Certified Fresh,220,"User Ratings: 1,204,637",91%,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,79%
Certified Fresh,279,"User Ratings: 737,526",91%,The Departed,94%
Fresh,175,"User Ratings: 563,347",67%,The Pursuit of Happyness,87%
Certified Fresh,172,"User Ratings: 543,685",75%,Over the Hedge,71%
Certified Fresh,167,"User Ratings: 617,330",76%,Happy Feet,70%
Certified Fresh,266,"User Ratings: 516,975",75%,Superman Returns,61%
Rotten,238,"User Ratings: 1,074,197",57%,X-Men: The Last Stand,61%
Certified Fresh,202,"User Ratings: 878,010",75%,Cars,79%
Rotten,136,"User Ratings: 723,981",43%,Night at the Museum,67%
Certified Fresh,256,"User Ratings: 703,449",95%,Casino Royale,89%
Rotten,230,"User Ratings: 761,348",26%,The Da Vinci Code,57%
Rotten,228,"User Ratings: 1,847,651",53%,Pirates of the Caribbean: Dead Man's Chest,72%
Certified Fresh,178,"User Ratings: 137,442",74%,Land of the Dead,51%
Fresh,7,"User Ratings: 3,713",86%,Welcome to Dongmakgol,92%
Fresh,134,"User Ratings: 92,683",66%,Unleashed,75%
Rotten,154,"User Ratings: 154,830",47%,Dark Water,28%
Fresh,196,"User Ratings: 166,731",65%,Fever Pitch,60%
Rotten,114,"User Ratings: 89,158",16%,Diary of a Mad Black Woman,87%
Rotten,176,"User Ratings: 352,602",29%,Elizabethtown,66%
Rotten,107,"User Ratings: 421,386",9%,Aeon Flux,39%
Certified Fresh,89,"User Ratings: 13,025",80%,Pooh's Heffalump Movie,69%
Rotten,142,"User Ratings: 70,228",41%,Kicking & Screaming,43%
Certified Fresh,224,"User Ratings: 142,703",93%,"Good Night, And Good Luck",83%
Rotten,165,"User Ratings: 257,171",11%,Elektra,29%
Rotten,125,"User Ratings: 217,010",21%,Derailed,58%
Rotten,150,"User Ratings: 197,839",36%,Must Love Dogs,50%
Certified Fresh,159,"User Ratings: 281,188",75%,Zathura: A Space Adventure,51%
Rotten,136,"User Ratings: 333,556",19%,Doom,34%
Rotten,105,"User Ratings: 38,610",6%,Son of the Mask,16%
Fresh,147,"User Ratings: 390,020",61%,Lord of War,84%
Certified Fresh,216,"User Ratings: 279,961",87%,A History of Violence,76%
Rotten,114,"User Ratings: 37,268",32%,Valiant,29%
Rotten,89,"User Ratings: 261,593",13%,Boogeyman,21%
Rotten,117,"User Ratings: 91,801",50%,Prime,52%
Rotten,157,"User Ratings: 404,552",26%,House of Wax,42%
Rotten,138,"User Ratings: 113,310",17%,xXx: State of the Union,32%
Rotten,107,"User Ratings: 398,054",6%,"Yours, Mine & Ours",51%
DNE,N/A,User Ratings: 88,,Comme des voleurs (Stealth),56%
Fresh,150,"User Ratings: 406,687",64%,Coach Carter,85%
DNE,N/A,Ratings: Not yet available,,Hostage,
Certified Fresh,164,"User Ratings: 390,860",75%,In Her Shoes,66%
DNE,N/A,User Ratings: 23,,Sky High,56%
Certified Fresh,192,"User Ratings: 217,586",83%,The Constant Gardener,82%
Certified Fresh,216,"User Ratings: 250,652",76%,Match Point,81%
Rotten,113,"User Ratings: 420,127",19%,Rumor Has It,41%
Rotten,122,"User Ratings: 407,710",52%,Transporter 2,58%
Rotten,100,"User Ratings: 60,173",35%,Racing Stripes,42%
Rotten,149,"User Ratings: 188,273",7%,White Noise,31%
Rotten,158,"User Ratings: 403,830",53%,The Family Stone,63%
Rotten,134,"User Ratings: 392,307",52%,Four Brothers,80%
Certified Fresh,198,"User Ratings: 226,851",73%,Syriana,67%
Rotten,172,"User Ratings: 212,586",30%,Be Cool,42%
Rotten,151,"User Ratings: 541,445",55%,Just Like Heaven,75%
DNE,N/A,Ratings: Not yet available,,Crash,
Rotten,146,"User Ratings: 447,174",15%,Miss Congeniality 2 - Armed and Fabulous,43%
Rotten,151,"User Ratings: 269,580",42%,Guess Who,49%
Fresh,200,"User Ratings: 233,681",60%,The Hitchhiker's Guide to the Galaxy,65%
Certified Fresh,213,"User Ratings: 282,176",80%,Cinderella Man,91%
Rotten,183,"User Ratings: 373,911",38%,The Brothers Grimm,39%
Rotten,163,"User Ratings: 360,727",23%,The Amityville Horror,52%
Rotten,170,Ratings: Not yet available,14%,The Dukes of Hazzard,
Certified Fresh,194,"User Ratings: 553,284",84%,Tim Burton's Corpse Bride,77%
DNE,N/A,Ratings: Not yet available,,Sahara,
DNE,N/A,Ratings: Not yet available,,Hide and Seek,
Rotten,187,"User Ratings: 215,423",25%,Bewitched,28%
Certified Fresh,208,"User Ratings: 330,150",78%,Munich,83%
Rotten,94,"User Ratings: 568,260",6%,Cheaper by the Dozen 2,57%
Rotten,136,"User Ratings: 455,135",26%,The Legend of Zorro,48%
Rotten,143,"User Ratings: 135,961",41%,Herbie: Fully Loaded,39%
Rotten,157,"User Ratings: 376,527",44%,The Exorcism of Emily Rose,60%
Rotten,122,"User Ratings: 32,524,689",37%,Saw II,59%
Rotten,170,"User Ratings: 433,334",18%,Monster-in-Law,55%
Certified Fresh,251,"User Ratings: 32,222,563",77%,Sin City,78%
Rotten,164,"User Ratings: 464,850",35%,Memoirs of a Geisha,83%
Rotten,189,"User Ratings: 400,201",20%,The Ring Two,33%
Rotten,195,"User Ratings: 79,246",57%,The Interpreter,54%
Rotten,201,"User Ratings: 372,043",40%,The Island,63%
Certified Fresh,186,User Ratings: 192,85%,The 40 Year Old Virgin,78%
Certified Fresh,243,"User Ratings: 519,765",87%,Brokeback Mountain,82%
Certified Fresh,209,"User Ratings: 545,564",83%,Walk the Line,90%
Rotten,168,"User Ratings: 32,774,364",31%,The Longest Yard,62%
Rotten,131,"User Ratings: 388,384",21%,The Pacifier,59%
Rotten,134,"User Ratings: 759,429",28%,Fun With Dick and Jane,49%
Rotten,177,"User Ratings: 496,875",37%,Flightplan,48%
Rotten,189,"User Ratings: 365,416",39%,Kingdom of Heaven,72%
Rotten,229,"User Ratings: 468,406",46%,Constantine,72%
Fresh,182,"User Ratings: 241,090",64%,Robots,53%
Certified Fresh,187,"User Ratings: 32,961,772",75%,Wedding Crashers,70%
Rotten,163,"User Ratings: 470,659",37%,Chicken Little,47%
Rotten,212,"User Ratings: 759,144",27%,Fantastic Four,45%
Certified Fresh,282,"User Ratings: 1,114,725",84%,Batman Begins,94%
Fresh,184,"User Ratings: 32,624,083",68%,Hitch,62%
Certified Fresh,231,"User Ratings: 32,495,606",83%,Charlie and the Chocolate Factory,51%
Fresh,213,"User Ratings: 33,461,707",60%,Mr. & Mrs. Smith,58%
Certified Fresh,266,"User Ratings: 33,766,734",84%,King Kong,50%
Rotten,191,User Ratings: 143,54%,Madagascar,72%
Certified Fresh,260,"User Ratings: 32,518,946",75%,War of the Worlds,42%
Certified Fresh,254,"User Ratings: 34,153,607",88%,Harry Potter and the Goblet of Fire,74%
Fresh,145,"User Ratings: 95,437",61%,Wimbledon,57%
Certified Fresh,93,"User Ratings: 69,313",90%,Shaolin Soccer,84%
Rotten,134,"User Ratings: 80,453",10%,Exorcist: The Beginning,27%
Fresh,173,"User Ratings: 789,760",71%,Napoleon Dynamite,74%
Rotten,136,"User Ratings: 229,832",26%,Walking Tall,60%
Rotten,91,"User Ratings: 60,239",23%,Fat Albert,44%
Rotten,132,"User Ratings: 137,309",25%,Raising Helen,61%
Rotten,71,"User Ratings: 243,256",14%,You Got Served,70%
Certified Fresh,197,"User Ratings: 402,848",77%,Team America: World Police,80%
Rotten,168,"User Ratings: 200,943",53%,Spanglish,60%
Certified Fresh,157,"User Ratings: 68,730",83%,The Motorcycle Diaries,92%
Fresh,195,"User Ratings: 55,875",71%,Open Water,33%
Rotten,149,"User Ratings: 78,787",55%,Cellular,59%
Certified Fresh,172,"User Ratings: 185,787",81%,Friday Night Lights,85%
Certified Fresh,114,"User Ratings: 32,366",78%,Two Brothers,75%
Certified Fresh,171,"User Ratings: 65,240",82%,In Good Company,54%
Rotten,159,"User Ratings: 69,474",22%,Taking Lives,55%
Certified Fresh,165,"User Ratings: 57,029",81%,Miracle,90%
Rotten,126,"User Ratings: 408,558",14%,Without a Paddle,68%
Fresh,126,"User Ratings: 73,593",68%,Barbershop 2: Back in Business,48%
Rotten,106,"User Ratings: 183,804",9%,Taxi,43%
Rotten,104,"User Ratings: 31,659,732",12%,A Cinderella Story,53%
Rotten,120,"User Ratings: 261,730",26%,Anacondas: The Hunt for the Blood Orchid,27%
Rotten,128,"User Ratings: 262,245",32%,Around the World in 80 Days,34%
Certified Fresh,243,"User Ratings: 571,325",93%,Eternal Sunshine of the Spotless Mind,94%
Rotten,128,"User Ratings: 32,242",53%,Home on the Range,28%
Rotten,191,"User Ratings: 65,652",54%,The Ladykillers,43%
Rotten,197,"User Ratings: 274,538",9%,Catwoman,18%
Fresh,202,"User Ratings: 794,490",66%,Anchorman - The Legend Of Ron Burgundy,86%
Rotten,163,"User Ratings: 429,058",46%,Secret Window,65%
Certified Fresh,172,"User Ratings: 217,843",88%,House of Flying Daggers,82%
Rotten,172,"User Ratings: 623,248",33%,The Butterfly Effect,81%
Certified Fresh,208,"User Ratings: 68,365",80%,The Manchurian Candidate,63%
Rotten,173,"User Ratings: 210,659",26%,The Stepford Wives,30%
Rotten,132,"User Ratings: 95,708",5%,Christmas With the Kranks,38%
Fresh,178,"User Ratings: 653,649",65%,13 Going on 30,70%
Certified Fresh,201,"User Ratings: 458,922",81%,Hellboy,66%
Rotten,164,"User Ratings: 343,185",41%,Ladder 49,81%
Certified Fresh,187,"User Ratings: 403,925",75%,Dawn of the Dead,77%
Rotten,184,"User Ratings: 852,643",49%,Saw,84%
Rotten,165,"User Ratings: 329,537",29%,The Chronicles of Riddick,65%
Rotten,164,"User Ratings: 130,420",46%,Hidalgo,64%
Certified Fresh,231,"User Ratings: 197,639",97%,Sideways,78%
Rotten,124,"User Ratings: 32,691,607",15%,White Chicks,55%
Certified Fresh,208,"User Ratings: 465,384",83%,Finding Neverland,87%
Rotten,178,"User Ratings: 31,656,590",53%,The Notebook,85%
Fresh,211,"User Ratings: 242,370",68%,Closer,81%
Rotten,174,"User Ratings: 183,741",32%,The Forgotten,36%
Rotten,157,"User Ratings: 205,518",46%,Shall We Dance,57%
Rotten,120,"User Ratings: 478,987",26%,The Princess Diaries 2 - Royal Engagement,59%
Certified Fresh,205,"User Ratings: 214,514",80%,Ray,87%
Rotten,131,"User Ratings: 407,941",20%,Resident Evil: Apocalypse,60%
Certified Fresh,187,"User Ratings: 32,167,706",84%,Mean Girls,66%
Rotten,168,"User Ratings: 423,525",39%,Man on Fire,89%
Rotten,168,"User Ratings: 438,127",26%,Blade: Trinity,59%
Certified Fresh,241,"User Ratings: 841,214",84%,Kill Bill: Volume 2,89%
Rotten,170,"User Ratings: 412,088",33%,The Phantom of the Opera,84%
Rotten,204,"User Ratings: 237,728",16%,Alexander,35%
Fresh,162,"User Ratings: 995,659",70%,Dodgeball - A True Underdog Story,76%
Fresh,193,"User Ratings: 383,761",62%,Starsky & Hutch,49%
Rotten,160,"User Ratings: 463,362",26%,Along Came Polly,47%
Rotten,118,"User Ratings: 207,230",22%,Scooby-Doo 2: Monsters Unleashed,39%
Rotten,161,"User Ratings: 458,661",39%,The Grudge,46%
Rotten,175,"User Ratings: 32,700,188",45%,50 First Dates,65%
Rotten,137,"User Ratings: 460,748",15%,Garfield - The Movie,37%
Certified Fresh,223,"User Ratings: 207,505",86%,The Aviator,79%
Certified Fresh,234,"User Ratings: 364,138",86%,Collateral,84%
DNE,N/A,Ratings: Not yet available,,Terminal,
Certified Fresh,268,"User Ratings: 404,926",91%,Million Dollar Baby,90%
Rotten,218,"User Ratings: 454,100",43%,The Village,57%
Rotten,156,"User Ratings: 408,277",28%,Bridget Jones: The Edge of Reason,60%
Rotten,226,"User Ratings: 608,975",24%,Van Helsing,57%
Certified Fresh,194,"User Ratings: 708,683",81%,The Bourne Supremacy,90%
Rotten,207,"User Ratings: 242,231",56%,The Polar Express,63%
Rotten,179,"User Ratings: 924,057",46%,National Treasure,76%
Rotten,223,"User Ratings: 998,716",56%,"I, Robot",70%
Rotten,185,"User Ratings: 672,860",55%,Ocean's Twelve,60%
Rotten,183,"User Ratings: 682,772",36%,Shark Tale,49%
Rotten,228,"User Ratings: 825,012",54%,Troy,73%
Rotten,162,"User Ratings: 33,181,885",39%,Meet the Fockers,58%
Rotten,221,"User Ratings: 32,749,429",44%,The Day After Tomorrow,50%
Rotten,278,"User Ratings: 369,309",49%,The Passion of the Christ,80%
Certified Fresh,245,"User Ratings: 32,604,129",97%,The Incredibles,75%
Certified Fresh,258,"User Ratings: 1,168,162",90%,Harry Potter and the Prisoner of Azkaban,86%
Certified Fresh,236,"User Ratings: 34,232,524",89%,Shrek 2,69%
Certified Fresh,133,"User Ratings: 6,293",95%,Winged Migration,87%
Certified Fresh,153,"User Ratings: 49,924",91%,Whale Rider,88%
Rotten,143,"User Ratings: 56,745",21%,Basic,63%
Fresh,178,"User Ratings: 62,693",72%,Girl With a Pearl Earring,68%
Rotten,132,"User Ratings: 85,378",11%,A Man Apart,62%
DNE,N/A,Ratings: Not yet available,,Good Boy,
DNE,N/A,Ratings: Not yet available,,Hunted,
Rotten,130,"User Ratings: 81,468",9%,Darkness Falls,34%
Fresh,137,"User Ratings: 65,683",60%,Secondhand Lions,84%
Rotten,162,"User Ratings: 49,610",30%,Hollywood Homicide,27%
Rotten,122,"User Ratings: 171,019",35%,Radio,79%
Rotten,138,"User Ratings: 63,566",56%,Looney Tunes: Back in Action,50%
Rotten,89,"User Ratings: 68,432",11%,National Security,45%
Rotten,89,"User Ratings: 17,856",39%,Rugrats Go Wild,39%
Fresh,149,"User Ratings: 58,811",64%,Out of Time,58%
Rotten,103,"User Ratings: 393,238",41%,The Lizzie McGuire Movie,49%
Rotten,122,"User Ratings: 81,029",25%,Cradle 2 the Grave,52%
Fresh,154,"User Ratings: 63,843",62%,Under the Tuscan Sun,78%
Rotten,103,"User Ratings: 418,336",39%,Agent Cody Banks,31%
Certified Fresh,187,"User Ratings: 229,645",82%,Matchstick Men,74%
Certified Fresh,183,"User Ratings: 210,499",80%,21 Grams,86%
Rotten,116,"User Ratings: 466,406",21%,Honey,71%
Certified Fresh,77,"User Ratings: 9,651",70%,Piglet's Big Movie,64%
Fresh,158,"User Ratings: 133,646",61%,Stuck on You,35%
Certified Fresh,190,"User Ratings: 84,749",81%,Monster,81%
Fresh,161,"User Ratings: 62,726",73%,Runaway Jury,75%
Certified Fresh,184,"User Ratings: 51,676",79%,Open Range,84%
Certified Fresh,139,"User Ratings: 211,941",78%,Holes,76%
Rotten,156,"User Ratings: 100,689",40%,The Core,34%
Certified Fresh,155,"User Ratings: 469,747",85%,Bend It Like Beckham,73%
Rotten,183,"User Ratings: 132,354",28%,Dreamcatcher,35%
Certified Fresh,218,"User Ratings: 200,865",78%,Bad Santa,75%
Certified Fresh,107,"User Ratings: 55,855",90%,"Good Bye, Lenin!",93%
Rotten,128,"User Ratings: 56,433",45%,Sinbad: Legend of the Seven Seas,56%
Fresh,153,"User Ratings: 185,885",69%,The Rundown,66%
Fresh,173,"User Ratings: 190,770",62%,Identity,75%
Certified Fresh,230,"User Ratings: 482,271",87%,28 Days Later,85%
Rotten,155,"User Ratings: 119,728",33%,Tears of the Sun,69%
Fresh,167,"User Ratings: 477,187",60%,Old School,86%
Fresh,151,"User Ratings: 334,754",66%,Shanghai Knights,54%
Rotten,111,"User Ratings: 449,589",48%,Final Destination 2,58%
Rotten,115,"User Ratings: 59,230",8%,Kangaroo Jack,29%
Certified Fresh,126,"User Ratings: 74,458",74%,Calendar Girls,67%
DNE,N/A,Ratings: Not yet available,,Peter Pan,
Rotten,161,"User Ratings: 495,863",31%,Underworld,79%
Fresh,168,"User Ratings: 285,404",67%,Once upon a Time in Mexico,64%
Fresh,188,"User Ratings: 410,712",72%,Phone Booth,64%
Rotten,157,"User Ratings: 164,289",27%,Paycheck,45%
Rotten,167,"User Ratings: 110,235",43%,The Recruit,58%
Rotten,105,"User Ratings: 459,129",20%,Just Married,47%
Rotten,156,"User Ratings: 400,557",37%,The Texas Chainsaw Massacre,58%
Rotten,160,"User Ratings: 393,749",41%,Freddy vs. Jason,50%
Certified Fresh,230,"User Ratings: 337,205",95%,Lost In Translation,85%
Rotten,127,"User Ratings: 357,043",24%,Jeepers Creepers 2,37%
Certified Fresh,185,"User Ratings: 66,642",75%,Intolerable Cruelty,48%
Rotten,156,"User Ratings: 471,837",37%,"Legally Blonde 2 - Red, White & Blonde",43%
Rotten,155,"User Ratings: 494,838",54%,American Wedding,63%
Certified Fresh,199,"User Ratings: 32,784,354",91%,School of Rock,64%
Rotten,160,User Ratings: 179,9%,Dr. Seuss' The Cat in the Hat,48%
Rotten,91,"User Ratings: 21,721",19%,The Jungle Book 2,30%
Rotten,152,"User Ratings: 208,219",34%,Mona Lisa Smile,60%
Certified Fresh,205,"User Ratings: 118,387",78%,Seabiscuit,76%
Rotten,169,"User Ratings: 397,750",15%,Gothika,45%
Rotten,131,"User Ratings: 804,321",35%,Scary Movie 3,54%
Rotten,140,"User Ratings: 134,969",14%,The Haunted Mansion,30%
Certified Fresh,206,"User Ratings: 203,430",88%,Mystic River,89%
Rotten,171,"User Ratings: 420,971",25%,Lara Croft Tomb Raider - The Cradle of Life,44%
Certified Fresh,154,"User Ratings: 932,341",88%,Freaky Friday,57%
Rotten,121,"User Ratings: 401,913",33%,Johnny English,50%
Rotten,131,"User Ratings: 472,586",27%,Daddy Day Care,48%
Rotten,150,"User Ratings: 379,164",34%,Bringing Down the House,49%
Fresh,230,"User Ratings: 209,881",70%,Cold Mountain,77%
Fresh,182,"User Ratings: 567,642",73%,The Italian Job,80%
Rotten,150,"User Ratings: 802,240",42%,How to Lose a Guy in 10 Days,77%
Rotten,182,"User Ratings: 422,511",17%,The League of Extraordinary Gentlemen,44%
Rotten,228,"User Ratings: 468,409",43%,Daredevil,35%
